id,grid_solution,steps
lgp-test-4x5-1,"{""header"": [""House"", ""Each person has a unique name"", ""The mothers' names in different houses are unique"", ""Each person lives in a unique style of house"", ""The people keep unique animals"", ""Each person has a unique level of education""], ""rows"": [[""1"", ""peter"", ""holly"", ""colonial"", ""horse"", ""bachelor""], [""2"", ""arnold"", ""aniya"", ""craftsman"", ""cat"", ""high school""], [""3"", ""alice"", ""kailyn"", ""victorian"", ""bird"", ""associate""], [""4"", ""eric"", ""janelle"", ""ranch"", ""fish"", ""master""]]}",71
lgp-test-2x5-21,"{""header"": [""House"", ""Each person has a unique name"", ""People have unique favorite sports"", ""Each mother is accompanied by their child"", ""Each person has a unique favorite drink"", ""Everyone has something unique for lunch""], ""rows"": [[""1"", ""arnold"", ""basketball"", ""fred"", ""tea"", ""grilled cheese""], [""2"", ""eric"", ""soccer"", ""bella"", ""water"", ""pizza""]]}",11
lgp-test-6x4-1,"{""header"": [""House"", ""Each person has a unique name"", ""People have unique heights"", ""Each person has a unique type of pet"", ""People use unique phone models""], ""rows"": [[""1"", ""eric"", ""short"", ""dog"", ""samsung galaxy s21""], [""2"", ""peter"", ""super tall"", ""rabbit"", ""oneplus 9""], [""3"", ""arnold"", ""tall"", ""hamster"", ""xiaomi mi 11""], [""4"", ""carol"", ""very short"", ""fish"", ""huawei p50""], [""5"", ""bob"", ""average"", ""cat"", ""google pixel 6""], [""6"", ""alice"", ""very tall"", ""bird"", ""iphone 13""]]}",426
lgp-test-6x5-5,"{""header"": [""House"", ""Each person has a unique name"", ""Everyone has a favorite smoothie"", ""Each person has a unique type of pet"", ""Each person has a unique level of education"", ""People have unique heights""], ""rows"": [[""1"", ""carol"", ""blueberry"", ""fish"", ""trade school"", ""tall""], [""2"", ""arnold"", ""lime"", ""hamster"", ""master"", ""short""], [""3"", ""peter"", ""cherry"", ""bird"", ""doctorate"", ""very tall""], [""4"", ""bob"", ""desert"", ""rabbit"", ""high school"", ""super tall""], [""5"", ""alice"", ""dragonfruit"", ""dog"", ""associate"", ""very short""], [""6"", ""eric"", ""watermelon"", ""cat"", ""bachelor"", ""average""]]}",97855
lgp-test-4x2-8,"{""header"": [""House"", ""Each person has a unique name"", ""Each person has a favorite color""], ""rows"": [[""1"", ""peter"", ""white""], [""2"", ""alice"", ""red""], [""3"", ""arnold"", ""green""], [""4"", ""eric"", ""yellow""]]}",19
lgp-test-4x6-37,"{""header"": [""House"", ""Each person has a unique name"", ""People have unique favorite sports"", ""People own unique car models"", ""Everyone has a unique favorite cigar"", ""Each person has an occupation"", ""Each person has a unique type of pet""], ""rows"": [[""1"", ""alice"", ""tennis"", ""ford f150"", ""prince"", ""teacher"", ""fish""], [""2"", ""arnold"", ""basketball"", ""honda civic"", ""dunhill"", ""engineer"", ""dog""], [""3"", ""eric"", ""swimming"", ""tesla model 3"", ""blue master"", ""artist"", ""bird""], [""4"", ""peter"", ""soccer"", ""toyota camry"", ""pall mall"", ""doctor"", ""cat""]]}",477
lgp-test-4x2-38,"{""header"": [""House"", ""Each person has a unique name"", ""Each person lives in a unique style of house""], ""rows"": [[""1"", ""peter"", ""craftsman""], [""2"", ""arnold"", ""colonial""], [""3"", ""eric"", ""victorian""], [""4"", ""alice"", ""ranch""]]}",12
lgp-test-4x6-38,"{""header"": [""House"", ""Each person has a unique name"", ""Each person has a unique birthday month"", ""The mothers' names in different houses are unique"", ""The people keep unique animals"", ""Each person has a favorite color"", ""People have unique favorite sports""], ""rows"": [[""1"", ""eric"", ""jan"", ""holly"", ""cat"", ""green"", ""swimming""], [""2"", ""peter"", ""april"", ""aniya"", ""horse"", ""yellow"", ""basketball""], [""3"", ""alice"", ""sept"", ""janelle"", ""fish"", ""red"", ""tennis""], [""4"", ""arnold"", ""feb"", ""kailyn"", ""bird"", ""white"", ""soccer""]]}",147
lgp-test-5x6-4,,565
lgp-test-3x3-29,"{""header"": [""House"", ""Each person has a unique name"", ""The mothers' names in different houses are unique"", ""Everyone has something unique for lunch""], ""rows"": [[""1"", ""eric"", ""janelle"", ""grilled cheese""], [""2"", ""arnold"", ""aniya"", ""spaghetti""], [""3"", ""peter"", ""holly"", ""pizza""]]}",12
lgp-test-4x5-31,"{""header"": [""House"", ""Each person has a unique name"", ""Everyone has a unique favorite cigar"", ""Each person has a unique level of education"", ""They all have a unique favorite flower"", ""Each person has a unique hobby""], ""rows"": [[""1"", ""peter"", ""pall mall"", ""master"", ""daffodils"", ""painting""], [""2"", ""alice"", ""dunhill"", ""bachelor"", ""lilies"", ""gardening""], [""3"", ""arnold"", ""blue master"", ""high school"", ""roses"", ""cooking""], [""4"", ""eric"", ""prince"", ""associate"", ""carnations"", ""photography""]]}",23
lgp-test-6x6-14,,54489
lgp-test-5x6-2,,40
lgp-test-3x3-12,"{""header"": [""House"", ""Each person has a unique name"", ""Each person prefers a unique type of vacation"", ""People have unique heights""], ""rows"": [[""1"", ""peter"", ""city"", ""short""], [""2"", ""arnold"", ""mountain"", ""average""], [""3"", ""eric"", ""beach"", ""very short""]]}",19
lgp-test-6x6-32,"{""header"": [""House"", ""Each person has a unique name"", ""The people keep unique animals"", ""People have unique favorite sports"", ""People have unique hair colors"", ""People have unique heights"", ""Everyone has a unique favorite cigar""], ""rows"": [[""1"", ""peter"", ""rabbit"", ""tennis"", ""blonde"", ""short"", ""prince""], [""2"", ""eric"", ""horse"", ""basketball"", ""auburn"", ""super tall"", ""pall mall""], [""3"", ""bob"", ""cat"", ""baseball"", ""gray"", ""tall"", ""yellow monster""], [""4"", ""carol"", ""fish"", ""volleyball"", ""brown"", ""average"", ""blue master""], [""5"", ""arnold"", ""bird"", ""swimming"", ""black"", ""very tall"", ""blends""], [""6"", ""alice"", ""dog"", ""soccer"", ""red"", ""very short"", ""dunhill""]]}",8863
lgp-test-3x3-31,"{""header"": [""House"", ""Each person has a unique name"", ""People have unique favorite sports"", ""Each mother is accompanied by their child""], ""rows"": [[""1"", ""peter"", ""basketball"", ""fred""], [""2"", ""arnold"", ""tennis"", ""meredith""], [""3"", ""eric"", ""soccer"", ""bella""]]}",32
lgp-test-2x5-26,"{""header"": [""House"", ""Each person has a unique name"", ""Each person has a unique hobby"", ""Each person has a unique type of pet"", ""The mothers' names in different houses are unique"", ""Each person has a favorite color""], ""rows"": [[""1"", ""eric"", ""gardening"", ""dog"", ""aniya"", ""yellow""], [""2"", ""arnold"", ""photography"", ""cat"", ""holly"", ""red""]]}",12
lgp-test-4x3-29,"{""header"": [""House"", ""Each person has a unique name"", ""Everyone has a unique favorite cigar"", ""People have unique favorite book genres""], ""rows"": [[""1"", ""eric"", ""pall mall"", ""science fiction""], [""2"", ""peter"", ""blue master"", ""fantasy""], [""3"", ""arnold"", ""prince"", ""mystery""], [""4"", ""alice"", ""dunhill"", ""romance""]]}",18
lgp-test-5x3-18,"{""header"": [""House"", ""Each person has a unique name"", ""They all have a unique favorite flower"", ""The people keep unique animals""], ""rows"": [[""1"", ""arnold"", ""lilies"", ""bird""], [""2"", ""alice"", ""carnations"", ""dog""], [""3"", ""eric"", ""tulips"", ""horse""], [""4"", ""peter"", ""daffodils"", ""fish""], [""5"", ""bob"", ""roses"", ""cat""]]}",107
lgp-test-4x2-5,"{""header"": [""House"", ""Each person has a unique name"", ""Each person has a unique level of education""], ""rows"": [[""1"", ""eric"", ""master""], [""2"", ""alice"", ""bachelor""], [""3"", ""peter"", ""high school""], [""4"", ""arnold"", ""associate""]]}",128
lgp-test-4x4-31,"{""header"": [""House"", ""Each person has a unique name"", ""Each person has a unique hobby"", ""Each person prefers a unique type of vacation"", ""People own unique car models""], ""rows"": [[""1"", ""alice"", ""cooking"", ""mountain"", ""ford f150""], [""2"", ""arnold"", ""painting"", ""city"", ""honda civic""], [""3"", ""peter"", ""photography"", ""beach"", ""toyota camry""], [""4"", ""eric"", ""gardening"", ""cruise"", ""tesla model 3""]]}",159
lgp-test-5x3-31,"{""header"": [""House"", ""Each person has a unique name"", ""The people keep unique animals"", ""Each person has a unique birthday month""], ""rows"": [[""1"", ""alice"", ""fish"", ""mar""], [""2"", ""arnold"", ""dog"", ""april""], [""3"", ""eric"", ""bird"", ""jan""], [""4"", ""peter"", ""horse"", ""sept""], [""5"", ""bob"", ""cat"", ""feb""]]}",387
lgp-test-3x2-17,"{""header"": [""House"", ""Each person has a unique name"", ""Everyone has a unique favorite cigar""], ""rows"": [[""1"", ""eric"", ""blue master""], [""2"", ""peter"", ""pall mall""], [""3"", ""arnold"", ""prince""]]}",10
lgp-test-3x5-2,"{""header"": [""House"", ""Each person has a unique name"", ""People have unique hair colors"", ""The people keep unique animals"", ""People have unique favorite music genres"", ""Everyone has a favorite smoothie""], ""rows"": [[""1"", ""eric"", ""black"", ""cat"", ""rock"", ""cherry""], [""2"", ""peter"", ""brown"", ""bird"", ""pop"", ""watermelon""], [""3"", ""arnold"", ""blonde"", ""horse"", ""classical"", ""desert""]]}",21
lgp-test-5x5-15,"{""header"": [""House"", ""Each person has a unique name"", ""People have unique favorite sports"", ""People have unique heights"", ""Each person prefers a unique type of vacation"", ""Each person lives in a unique style of house""], ""rows"": [[""1"", ""bob"", ""soccer"", ""short"", ""cruise"", ""victorian""], [""2"", ""arnold"", ""swimming"", ""average"", ""mountain"", ""modern""], [""3"", ""alice"", ""tennis"", ""very short"", ""beach"", ""craftsman""], [""4"", ""eric"", ""baseball"", ""tall"", ""camping"", ""ranch""], [""5"", ""peter"", ""basketball"", ""very tall"", ""city"", ""colonial""]]}",196
lgp-test-4x6-20,"{""header"": [""House"", ""Each person has a unique name"", ""Each mother is accompanied by their child"", ""Everyone has a favorite smoothie"", ""Everyone has something unique for lunch"", ""The mothers' names in different houses are unique"", ""They all have a unique favorite flower""], ""rows"": [[""1"", ""alice"", ""meredith"", ""desert"", ""spaghetti"", ""kailyn"", ""roses""], [""2"", ""arnold"", ""bella"", ""watermelon"", ""pizza"", ""aniya"", ""daffodils""], [""3"", ""eric"", ""fred"", ""cherry"", ""grilled cheese"", ""janelle"", ""lilies""], [""4"", ""peter"", ""samantha"", ""dragonfruit"", ""stew"", ""holly"", ""carnations""]]}",102
lgp-test-3x2-16,"{""header"": [""House"", ""Each person has a unique name"", ""Each person has a unique level of education""], ""rows"": [[""1"", ""arnold"", ""high school""], [""2"", ""eric"", ""associate""], [""3"", ""peter"", ""bachelor""]]}",8
lgp-test-2x3-27,"{""header"": [""House"", ""Each person has a unique name"", ""People own unique car models"", ""Each mother is accompanied by their child""], ""rows"": [[""1"", ""arnold"", ""tesla model 3"", ""bella""], [""2"", ""eric"", ""ford f150"", ""fred""]]}",7
lgp-test-3x3-34,"{""header"": [""House"", ""Each person has a unique name"", ""Each person has a unique level of education"", ""People have unique favorite book genres""], ""rows"": [[""1"", ""eric"", ""high school"", ""romance""], [""2"", ""arnold"", ""bachelor"", ""science fiction""], [""3"", ""peter"", ""associate"", ""mystery""]]}",17
lgp-test-4x2-10,"{""header"": [""House"", ""Each person has a unique name"", ""People have unique hair colors""], ""rows"": [[""1"", ""alice"", ""blonde""], [""2"", ""peter"", ""black""], [""3"", ""eric"", ""red""], [""4"", ""arnold"", ""brown""]]}",27
lgp-test-3x5-3,"{""header"": [""House"", ""Each person has a unique name"", ""Everyone has a favorite smoothie"", ""They all have a unique favorite flower"", ""The people keep unique animals"", ""Each person has a unique hobby""], ""rows"": [[""1"", ""arnold"", ""desert"", ""daffodils"", ""cat"", ""cooking""], [""2"", ""peter"", ""watermelon"", ""carnations"", ""horse"", ""gardening""], [""3"", ""eric"", ""cherry"", ""lilies"", ""bird"", ""photography""]]}",18
lgp-test-6x2-24,"{""header"": [""House"", ""Each person has a unique name"", ""Each person prefers a unique type of vacation""], ""rows"": [[""1"", ""peter"", ""cultural""], [""2"", ""eric"", ""cruise""], [""3"", ""bob"", ""city""], [""4"", ""alice"", ""camping""], [""5"", ""arnold"", ""mountain""], [""6"", ""carol"", ""beach""]]}",20
lgp-test-6x6-22,,123101
lgp-test-6x3-1,"{""header"": [""House"", ""Each person has a unique name"", ""Each person has an occupation"", ""People have unique favorite book genres""], ""rows"": [[""1"", ""arnold"", ""nurse"", ""fantasy""], [""2"", ""carol"", ""teacher"", ""romance""], [""3"", ""peter"", ""engineer"", ""biography""], [""4"", ""alice"", ""artist"", ""mystery""], [""5"", ""eric"", ""lawyer"", ""historical fiction""], [""6"", ""bob"", ""doctor"", ""science fiction""]]}",663
lgp-test-3x2-34,"{""header"": [""House"", ""Each person has a unique name"", ""People use unique phone models""], ""rows"": [[""1"", ""peter"", ""samsung galaxy s21""], [""2"", ""eric"", ""google pixel 6""], [""3"", ""arnold"", ""iphone 13""]]}",9
lgp-test-2x3-17,"{""header"": [""House"", ""Each person has a unique name"", ""People have unique hair colors"", ""They all have a unique favorite flower""], ""rows"": [[""1"", ""arnold"", ""brown"", ""daffodils""], [""2"", ""eric"", ""black"", ""carnations""]]}",7
lgp-test-5x6-34,"{""header"": [""House"", ""Each person has a unique name"", ""Each person has a favorite color"", ""Each mother is accompanied by their child"", ""People have unique favorite book genres"", ""Each person has a unique birthday month"", ""People have unique favorite sports""], ""rows"": [[""1"", ""alice"", ""white"", ""fred"", ""romance"", ""april"", ""baseball""], [""2"", ""peter"", ""green"", ""bella"", ""mystery"", ""feb"", ""swimming""], [""3"", ""arnold"", ""red"", ""meredith"", ""science fiction"", ""mar"", ""tennis""], [""4"", ""eric"", ""blue"", ""samantha"", ""biography"", ""jan"", ""basketball""], [""5"", ""bob"", ""yellow"", ""timothy"", ""fantasy"", ""sept"", ""soccer""]]}",2614
lgp-test-5x6-26,"{""header"": [""House"", ""Each person has a unique name"", ""People have unique favorite book genres"", ""The mothers' names in different houses are unique"", ""People use unique phone models"", ""The people are of nationalities"", ""Each person lives in a unique style of house""], ""rows"": [[""1"", ""bob"", ""fantasy"", ""janelle"", ""google pixel 6"", ""brit"", ""colonial""], [""2"", ""eric"", ""biography"", ""aniya"", ""huawei p50"", ""german"", ""victorian""], [""3"", ""peter"", ""science fiction"", ""penny"", ""oneplus 9"", ""dane"", ""ranch""], [""4"", ""alice"", ""mystery"", ""holly"", ""samsung galaxy s21"", ""norwegian"", ""modern""], [""5"", ""arnold"", ""romance"", ""kailyn"", ""iphone 13"", ""swede"", ""craftsman""]]}",907
lgp-test-6x3-23,"{""header"": [""House"", ""Each person has a unique name"", ""The people are of nationalities"", ""Everyone has a favorite smoothie""], ""rows"": [[""1"", ""eric"", ""dane"", ""cherry""], [""2"", ""arnold"", ""norwegian"", ""lime""], [""3"", ""peter"", ""swede"", ""dragonfruit""], [""4"", ""carol"", ""chinese"", ""watermelon""], [""5"", ""bob"", ""brit"", ""blueberry""], [""6"", ""alice"", ""german"", ""desert""]]}",511
lgp-test-3x5-12,"{""header"": [""House"", ""Each person has a unique name"", ""Everyone has a unique favorite cigar"", ""Each person has a unique hobby"", ""Each person has a unique level of education"", ""Each person has a unique favorite drink""], ""rows"": [[""1"", ""peter"", ""pall mall"", ""gardening"", ""bachelor"", ""water""], [""2"", ""arnold"", ""blue master"", ""photography"", ""associate"", ""milk""], [""3"", ""eric"", ""prince"", ""cooking"", ""high school"", ""tea""]]}",54
lgp-test-5x4-21,"{""header"": [""House"", ""Each person has a unique name"", ""Each person has an occupation"", ""The people are of nationalities"", ""They all have a unique favorite flower""], ""rows"": [[""1"", ""arnold"", ""lawyer"", ""brit"", ""lilies""], [""2"", ""peter"", ""engineer"", ""german"", ""roses""], [""3"", ""alice"", ""teacher"", ""norwegian"", ""daffodils""], [""4"", ""bob"", ""artist"", ""swede"", ""tulips""], [""5"", ""eric"", ""doctor"", ""dane"", ""carnations""]]}",1726
lgp-test-3x2-24,"{""header"": [""House"", ""Each person has a unique name"", ""Each person has a unique birthday month""], ""rows"": [[""1"", ""peter"", ""sept""], [""2"", ""eric"", ""jan""], [""3"", ""arnold"", ""april""]]}",7
lgp-test-4x6-10,"{""header"": [""House"", ""Each person has a unique name"", ""The people keep unique animals"", ""Each person has a unique level of education"", ""Each person has a unique favorite drink"", ""People have unique favorite book genres"", ""Each person has a unique birthday month""], ""rows"": [[""1"", ""eric"", ""horse"", ""high school"", ""tea"", ""fantasy"", ""april""], [""2"", ""arnold"", ""cat"", ""associate"", ""milk"", ""science fiction"", ""jan""], [""3"", ""peter"", ""fish"", ""bachelor"", ""coffee"", ""romance"", ""feb""], [""4"", ""alice"", ""bird"", ""master"", ""water"", ""mystery"", ""sept""]]}",32
lgp-test-5x4-24,"{""header"": [""House"", ""Each person has a unique name"", ""The mothers' names in different houses are unique"", ""The people are of nationalities"", ""Each person has a unique birthday month""], ""rows"": [[""1"", ""eric"", ""holly"", ""swede"", ""april""], [""2"", ""bob"", ""kailyn"", ""dane"", ""jan""], [""3"", ""alice"", ""penny"", ""brit"", ""sept""], [""4"", ""peter"", ""aniya"", ""german"", ""feb""], [""5"", ""arnold"", ""janelle"", ""norwegian"", ""mar""]]}",2066
lgp-test-5x3-15,"{""header"": [""House"", ""Each person has a unique name"", ""The people keep unique animals"", ""People own unique car models""], ""rows"": [[""1"", ""eric"", ""cat"", ""toyota camry""], [""2"", ""peter"", ""dog"", ""ford f150""], [""3"", ""bob"", ""horse"", ""bmw 3 series""], [""4"", ""alice"", ""fish"", ""honda civic""], [""5"", ""arnold"", ""bird"", ""tesla model 3""]]}",162
lgp-test-3x3-36,"{""header"": [""House"", ""Each person has a unique name"", ""Each mother is accompanied by their child"", ""Each person prefers a unique type of vacation""], ""rows"": [[""1"", ""peter"", ""meredith"", ""mountain""], [""2"", ""eric"", ""bella"", ""beach""], [""3"", ""arnold"", ""fred"", ""city""]]}",10
lgp-test-3x6-28,"{""header"": [""House"", ""Each person has a unique name"", ""Everyone has something unique for lunch"", ""Each person has a unique birthday month"", ""Everyone has a favorite smoothie"", ""People own unique car models"", ""People have unique favorite music genres""], ""rows"": [[""1"", ""eric"", ""pizza"", ""jan"", ""cherry"", ""toyota camry"", ""classical""], [""2"", ""arnold"", ""spaghetti"", ""april"", ""watermelon"", ""ford f150"", ""rock""], [""3"", ""peter"", ""grilled cheese"", ""sept"", ""desert"", ""tesla model 3"", ""pop""]]}",38
lgp-test-4x3-33,"{""header"": [""House"", ""Each person has a unique name"", ""Everyone has something unique for lunch"", ""The people keep unique animals""], ""rows"": [[""1"", ""peter"", ""grilled cheese"", ""cat""], [""2"", ""eric"", ""stew"", ""horse""], [""3"", ""arnold"", ""pizza"", ""bird""], [""4"", ""alice"", ""spaghetti"", ""fish""]]}",22
lgp-test-2x6-7,"{""header"": [""House"", ""Each person has a unique name"", ""Each person has a unique hobby"", ""People use unique phone models"", ""Each mother is accompanied by their child"", ""The people keep unique animals"", ""Each person prefers a unique type of vacation""], ""rows"": [[""1"", ""eric"", ""gardening"", ""samsung galaxy s21"", ""bella"", ""horse"", ""mountain""], [""2"", ""arnold"", ""photography"", ""iphone 13"", ""fred"", ""cat"", ""beach""]]}",13
lgp-test-6x6-34,"{""header"": [""House"", ""Each person has a unique name"", ""Everyone has something unique for lunch"", ""Each person has an occupation"", ""Each person has a unique type of pet"", ""People have unique favorite music genres"", ""Everyone has a favorite smoothie""], ""rows"": [[""1"", ""alice"", ""pizza"", ""nurse"", ""cat"", ""country"", ""watermelon""], [""2"", ""bob"", ""soup"", ""doctor"", ""hamster"", ""jazz"", ""lime""], [""3"", ""carol"", ""stir fry"", ""teacher"", ""bird"", ""pop"", ""blueberry""], [""4"", ""arnold"", ""spaghetti"", ""lawyer"", ""rabbit"", ""classical"", ""dragonfruit""], [""5"", ""eric"", ""grilled cheese"", ""engineer"", ""dog"", ""hip hop"", ""desert""], [""6"", ""peter"", ""stew"", ""artist"", ""fish"", ""rock"", ""cherry""]]}",141081
lgp-test-5x5-26,"{""header"": [""House"", ""Each person has a unique name"", ""Each person has a unique favorite drink"", ""Each person has a unique birthday month"", ""Each person has an occupation"", ""Each person prefers a unique type of vacation""], ""rows"": [[""1"", ""peter"", ""tea"", ""sept"", ""teacher"", ""mountain""], [""2"", ""alice"", ""milk"", ""mar"", ""lawyer"", ""cruise""], [""3"", ""arnold"", ""coffee"", ""feb"", ""doctor"", ""beach""], [""4"", ""eric"", ""water"", ""april"", ""artist"", ""city""], [""5"", ""bob"", ""root beer"", ""jan"", ""engineer"", ""camping""]]}",71
lgp-test-4x5-26,"{""header"": [""House"", ""Each person has a unique name"", ""Each person has an occupation"", ""Each person has a unique type of pet"", ""People have unique heights"", ""People have unique favorite book genres""], ""rows"": [[""1"", ""arnold"", ""engineer"", ""cat"", ""short"", ""romance""], [""2"", ""eric"", ""teacher"", ""fish"", ""very short"", ""fantasy""], [""3"", ""alice"", ""artist"", ""dog"", ""tall"", ""science fiction""], [""4"", ""peter"", ""doctor"", ""bird"", ""average"", ""mystery""]]}",63
lgp-test-2x6-15,"{""header"": [""House"", ""Each person has a unique name"", ""Each person has an occupation"", ""Everyone has something unique for lunch"", ""Each person has a unique favorite drink"", ""Each person has a unique hobby"", ""Each mother is accompanied by their child""], ""rows"": [[""1"", ""arnold"", ""engineer"", ""grilled cheese"", ""water"", ""photography"", ""bella""], [""2"", ""eric"", ""doctor"", ""pizza"", ""tea"", ""gardening"", ""fred""]]}",13
lgp-test-6x4-27,"{""header"": [""House"", ""Each person has a unique name"", ""People use unique phone models"", ""Each person has a unique birthday month"", ""Each person has an occupation""], ""rows"": [[""1"", ""bob"", ""samsung galaxy s21"", ""may"", ""artist""], [""2"", ""alice"", ""huawei p50"", ""sept"", ""engineer""], [""3"", ""peter"", ""google pixel 6"", ""jan"", ""doctor""], [""4"", ""arnold"", ""oneplus 9"", ""mar"", ""lawyer""], [""5"", ""carol"", ""xiaomi mi 11"", ""april"", ""teacher""], [""6"", ""eric"", ""iphone 13"", ""feb"", ""nurse""]]}",4613
lgp-test-5x2-23,"{""header"": [""House"", ""Each person has a unique name"", ""Each person has a unique hobby""], ""rows"": [[""1"", ""bob"", ""knitting""], [""2"", ""eric"", ""gardening""], [""3"", ""peter"", ""cooking""], [""4"", ""arnold"", ""painting""], [""5"", ""alice"", ""photography""]]}",13
lgp-test-2x3-33,"{""header"": [""House"", ""Each person has a unique name"", ""Each person has a unique type of pet"", ""People have unique heights""], ""rows"": [[""1"", ""eric"", ""cat"", ""short""], [""2"", ""arnold"", ""dog"", ""very short""]]}",7
lgp-test-5x3-23,"{""header"": [""House"", ""Each person has a unique name"", ""The people keep unique animals"", ""People use unique phone models""], ""rows"": [[""1"", ""bob"", ""bird"", ""samsung galaxy s21""], [""2"", ""peter"", ""horse"", ""huawei p50""], [""3"", ""arnold"", ""dog"", ""iphone 13""], [""4"", ""alice"", ""fish"", ""oneplus 9""], [""5"", ""eric"", ""cat"", ""google pixel 6""]]}",142
lgp-test-5x4-19,"{""header"": [""House"", ""Each person has a unique name"", ""The people are of nationalities"", ""Everyone has something unique for lunch"", ""Everyone has a favorite smoothie""], ""rows"": [[""1"", ""alice"", ""norwegian"", ""spaghetti"", ""cherry""], [""2"", ""bob"", ""german"", ""stew"", ""watermelon""], [""3"", ""eric"", ""brit"", ""grilled cheese"", ""lime""], [""4"", ""arnold"", ""swede"", ""pizza"", ""desert""], [""5"", ""peter"", ""dane"", ""stir fry"", ""dragonfruit""]]}",160
lgp-test-6x6-10,"{""header"": [""House"", ""Each person has a unique name"", ""Everyone has something unique for lunch"", ""People have unique heights"", ""Each person has a unique favorite drink"", ""Each person has a unique type of pet"", ""People use unique phone models""], ""rows"": [[""1"", ""arnold"", ""stir fry"", ""very tall"", ""milk"", ""dog"", ""oneplus 9""], [""2"", ""carol"", ""soup"", ""average"", ""water"", ""bird"", ""samsung galaxy s21""], [""3"", ""alice"", ""stew"", ""super tall"", ""boba tea"", ""fish"", ""iphone 13""], [""4"", ""eric"", ""spaghetti"", ""very short"", ""tea"", ""rabbit"", ""google pixel 6""], [""5"", ""peter"", ""pizza"", ""short"", ""root beer"", ""cat"", ""huawei p50""], [""6"", ""bob"", ""grilled cheese"", ""tall"", ""coffee"", ""hamster"", ""xiaomi mi 11""]]}",358972
lgp-test-3x3-33,"{""header"": [""House"", ""Each person has a unique name"", ""People have unique favorite music genres"", ""Everyone has something unique for lunch""], ""rows"": [[""1"", ""arnold"", ""rock"", ""grilled cheese""], [""2"", ""peter"", ""classical"", ""pizza""], [""3"", ""eric"", ""pop"", ""spaghetti""]]}",10
lgp-test-5x4-6,"{""header"": [""House"", ""Each person has a unique name"", ""People have unique favorite music genres"", ""People have unique hair colors"", ""The people are of nationalities""], ""rows"": [[""1"", ""alice"", ""classical"", ""black"", ""dane""], [""2"", ""arnold"", ""jazz"", ""gray"", ""german""], [""3"", ""bob"", ""pop"", ""blonde"", ""norwegian""], [""4"", ""peter"", ""hip hop"", ""brown"", ""brit""], [""5"", ""eric"", ""rock"", ""red"", ""swede""]]}",516
lgp-test-3x2-14,"{""header"": [""House"", ""Each person has a unique name"", ""Each mother is accompanied by their child""], ""rows"": [[""1"", ""peter"", ""meredith""], [""2"", ""eric"", ""bella""], [""3"", ""arnold"", ""fred""]]}",8
lgp-test-3x6-3,"{""header"": [""House"", ""Each person has a unique name"", ""Each person has a unique birthday month"", ""Each person has a unique hobby"", ""Everyone has something unique for lunch"", ""People have unique favorite book genres"", ""The mothers' names in different houses are unique""], ""rows"": [[""1"", ""arnold"", ""sept"", ""photography"", ""spaghetti"", ""science fiction"", ""holly""], [""2"", ""eric"", ""april"", ""gardening"", ""pizza"", ""mystery"", ""janelle""], [""3"", ""peter"", ""jan"", ""cooking"", ""grilled cheese"", ""romance"", ""aniya""]]}",43
lgp-test-3x6-19,"{""header"": [""House"", ""Each person has a unique name"", ""Everyone has a unique favorite cigar"", ""The people keep unique animals"", ""Each mother is accompanied by their child"", ""People have unique favorite book genres"", ""People use unique phone models""], ""rows"": [[""1"", ""peter"", ""blue master"", ""bird"", ""fred"", ""mystery"", ""google pixel 6""], [""2"", ""arnold"", ""pall mall"", ""horse"", ""meredith"", ""romance"", ""iphone 13""], [""3"", ""eric"", ""prince"", ""cat"", ""bella"", ""science fiction"", ""samsung galaxy s21""]]}",19
lgp-test-2x6-6,"{""header"": [""House"", ""Each person has a unique name"", ""Each person has a favorite color"", ""Each person prefers a unique type of vacation"", ""People own unique car models"", ""Each mother is accompanied by their child"", ""Each person has a unique level of education""], ""rows"": [[""1"", ""eric"", ""red"", ""beach"", ""ford f150"", ""bella"", ""high school""], [""2"", ""arnold"", ""yellow"", ""mountain"", ""tesla model 3"", ""fred"", ""associate""]]}",19
lgp-test-3x6-13,"{""header"": [""House"", ""Each person has a unique name"", ""The people are of nationalities"", ""The mothers' names in different houses are unique"", ""People have unique favorite sports"", ""Each person has an occupation"", ""People have unique favorite music genres""], ""rows"": [[""1"", ""eric"", ""brit"", ""holly"", ""basketball"", ""engineer"", ""classical""], [""2"", ""peter"", ""dane"", ""aniya"", ""tennis"", ""teacher"", ""pop""], [""3"", ""arnold"", ""swede"", ""janelle"", ""soccer"", ""doctor"", ""rock""]]}",23
lgp-test-6x3-14,"{""header"": [""House"", ""Each person has a unique name"", ""Each person has a unique favorite drink"", ""Each person has an occupation""], ""rows"": [[""1"", ""bob"", ""water"", ""artist""], [""2"", ""peter"", ""tea"", ""teacher""], [""3"", ""eric"", ""coffee"", ""nurse""], [""4"", ""alice"", ""root beer"", ""doctor""], [""5"", ""arnold"", ""boba tea"", ""lawyer""], [""6"", ""carol"", ""milk"", ""engineer""]]}",652
